frame,track_id,class,x1,y1,x2,y2,confidence
99,16,player,889.0,574.0,911.0,606.0,0.768
99,37,referee,38.0,911.0,74.0,958.0,0.753
99,35,referee,691.0,374.0,703.0,401.0,0.691
99,32,player,898.0,655.0,916.0,688.0,0.575
100,3,player,1312.0,594.0,1329.0,627.0,0.898
100,1,player,601.0,725.0,625.0,765.0,0.892
100,4,player,412.0,746.0,441.0,783.0,0.876
100,7,player,721.0,568.0,738.0,601.0,0.876
100,17,player,550.0,820.0,573.0,861.0,0.868
100,2,player,1117.0,640.0,1137.0,676.0,0.867
100,33,player,499.0,687.0,524.0,727.0,0.867
100,14,player,621.0,681.0,648.0,719.0,0.857
100,30,player,945.0,480.0,957.0,511.0,0.834
100,5,player,481.0,636.0,495.0,674.0,0.828
100,32,player,896.0,656.0,918.0,690.0,0.811
100,8,player,1017.0,742.0,1038.0,779.0,0.807
100,34,player,870.0,498.0,886.0,526.0,0.803
100,6,player,573.0,563.0,593.0,595.0,0.8
100,22,player,867.0,600.0,880.0,632.0,0.795
100,28,player,923.0,627.0,946.0,658.0,0.783
100,31,player,1161.0,561.0,1176.0,592.0,0.78
100,29,player,693.0,485.0,709.0,514.0,0.774
100,16,player,890.0,572.0,911.0,604.0,0.771
100,35,referee,691.0,376.0,703.0,402.0,0.767
100,37,referee,37.0,911.0,69.0,960.0,0.755
100,38,player,1863.0,562.0,1882.0,597.0,0.746
100,24,player,1095.0,542.0,1118.0,572.0,0.667
100,27,player,995.0,601.0,1013.0,632.0,0.611
101,3,player,1314.0,595.0,1331.0,629.0,0.901
101,2,player,1120.0,639.0,1140.0,677.0,0.886
101,1,player,602.0,726.0,622.0,766.0,0.877
101,4,player,411.0,747.0,441.0,785.0,0.876
101,7,player,719.0,569.0,740.0,602.0,0.875
101,17,player,547.0,820.0,574.0,861.0,0.865
101,14,player,621.0,683.0,644.0,720.0,0.859
101,24,player,1098.0,542.0,1116.0,574.0,0.843
101,33,player,499.0,687.0,526.0,728.0,0.842
101,5,player,477.0,637.0,496.0,674.0,0.837
101,22,player,866.0,600.0,883.0,632.0,0.813
101,29,player,694.0,484.0,712.0,513.0,0.807
101,8,player,1018.0,743.0,1038.0,779.0,0.807
101,6,player,572.0,563.0,591.0,594.0,0.802
101,34,player,871.0,498.0,887.0,527.0,0.797
101,28,player,923.0,629.0,949.0,659.0,0.759
101,16,player,892.0,576.0,912.0,610.0,0.739
101,35,referee,690.0,376.0,703.0,401.0,0.695
101,32,player,897.0,658.0,917.0,691.0,0.692
101,37,referee,36.0,913.0,62.0,962.0,0.68
101,38,player,1871.0,561.0,1888.0,598.0,0.657
101,25,player,282.0,539.0,302.0,575.0,0.645
101,31,player,1165.0,564.0,1178.0,593.0,0.643
101,30,player,947.0,479.0,960.0,510.0,0.582
102,5,player,474.0,638.0,497.0,675.0,0.883
102,7,player,719.0,570.0,743.0,601.0,0.88
102,4,player,410.0,748.0,437.0,787.0,0.879
102,2,player,1122.0,640.0,1143.0,678.0,0.862
102,17,player,541.0,821.0,572.0,862.0,0.857
102,8,player,1017.0,744.0,1040.0,779.0,0.845
102,33,player,498.0,689.0,524.0,729.0,0.843
102,1,player,601.0,727.0,619.0,767.0,0.833
102,22,player,867.0,601.0,884.0,633.0,0.832
102,29,player,695.0,484.0,713.0,514.0,0.829
102,24,player,1095.0,542.0,1119.0,575.0,0.828
102,32,player,895.0,659.0,916.0,694.0,0.812
102,28,player,925.0,630.0,950.0,660.0,0.807
102,25,player,283.0,538.0,302.0,574.0,0.802
102,3,player,1317.0,596.0,1333.0,631.0,0.801
102,31,player,1168.0,564.0,1181.0,594.0,0.797
102,6,player,571.0,563.0,591.0,594.0,0.79
102,16,player,893.0,574.0,909.0,608.0,0.783
102,34,player,873.0,498.0,885.0,526.0,0.782
102,38,player,1879.0,561.0,1895.0,598.0,0.759
102,35,referee,691.0,370.0,704.0,400.0,0.7
102,14,player,621.0,683.0,638.0,722.0,0.663
102,37,referee,33.0,913.0,58.0,962.0,0.653
103,5,player,470.0,638.0,496.0,676.0,0.893
103,2,player,1126.0,640.0,1146.0,678.0,0.88
103,7,player,719.0,571.0,744.0,602.0,0.876
103,4,player,408.0,751.0,432.0,788.0,0.867
103,3,player,1320.0,597.0,1336.0,634.0,0.865
103,28,player,928.0,630.0,953.0,660.0,0.865
103,17,player,536.0,822.0,567.0,863.0,0.859
103,33,player,497.0,689.0,521.0,730.0,0.856
103,8,player,1016.0,745.0,1040.0,781.0,0.85
103,1,player,600.0,727.0,616.0,768.0,0.839
103,29,player,695.0,485.0,715.0,515.0,0.833
103,32,player,897.0,661.0,914.0,695.0,0.821
103,25,player,282.0,537.0,302.0,574.0,0.809
103,22,player,867.0,601.0,885.0,633.0,0.806
103,16,player,894.0,576.0,908.0,611.0,0.805
103,6,player,570.0,562.0,591.0,593.0,0.784
103,31,player,1173.0,565.0,1187.0,594.0,0.776
103,34,player,873.0,497.0,885.0,526.0,0.747
103,24,player,1100.0,543.0,1119.0,575.0,0.731
103,27,referee,994.0,607.0,1009.0,633.0,0.623
103,38,player,1886.0,560.0,1906.0,598.0,0.606
103,35,referee,691.0,369.0,704.0,398.0,0.604
103,37,referee,32.0,914.0,59.0,962.0,0.592
104,17,player,533.0,823.0,563.0,866.0,0.895
104,33,player,497.0,691.0,516.0,731.0,0.884
104,28,player,930.0,631.0,955.0,661.0,0.883
104,7,player,719.0,572.0,746.0,604.0,0.878
104,2,player,1130.0,639.0,1150.0,679.0,0.877
104,5,player,468.0,640.0,494.0,677.0,0.858
104,8,player,1015.0,746.0,1044.0,783.0,0.854
104,16,player,894.0,575.0,910.0,611.0,0.853
104,4,player,406.0,750.0,424.0,790.0,0.848
104,3,player,1325.0,598.0,1343.0,636.0,0.838
104,29,player,696.0,485.0,714.0,516.0,0.837
104,1,player,599.0,728.0,616.0,768.0,0.833
104,22,player,866.0,602.0,885.0,633.0,0.827
104,6,player,570.0,563.0,592.0,594.0,0.826
104,25,player,282.0,536.0,302.0,574.0,0.798
104,32,player,897.0,661.0,912.0,695.0,0.791
104,24,player,1104.0,544.0,1120.0,576.0,0.78
104,34,player,874.0,497.0,887.0,526.0,0.737
104,31,player,1176.0,567.0,1190.0,596.0,0.731
104,37,referee,28.0,915.0,58.0,962.0,0.653
105,33,player,496.0,692.0,511.0,732.0,0.884
105,2,player,1133.0,642.0,1153.0,681.0,0.859
105,7,player,721.0,574.0,746.0,603.0,0.858
105,28,player,931.0,632.0,954.0,662.0,0.856
105,1,player,597.0,727.0,616.0,770.0,0.856
105,16,player,895.0,577.0,912.0,610.0,0.854
105,8,player,1017.0,747.0,1044.0,786.0,0.847
105,3,player,1329.0,600.0,1345.0,637.0,0.847
105,17,player,533.0,824.0,557.0,867.0,0.84
105,6,player,569.0,563.0,593.0,596.0,0.84
105,4,player,404.0,752.0,422.0,791.0,0.835
105,29,player,696.0,485.0,715.0,516.0,0.831
105,24,player,1108.0,545.0,1121.0,577.0,0.81
105,31,player,1180.0,568.0,1194.0,597.0,0.798
105,32,player,894.0,663.0,912.0,697.0,0.773
105,27,player,994.0,610.0,1011.0,638.0,0.773
105,37,player,22.0,915.0,57.0,963.0,0.767
105,34,player,874.0,498.0,890.0,525.0,0.762
105,25,player,283.0,536.0,302.0,574.0,0.736
105,5,player,467.0,641.0,489.0,677.0,0.562
106,33,player,493.0,692.0,510.0,731.0,0.875
106,4,player,402.0,751.0,422.0,790.0,0.864
106,16,player,896.0,574.0,912.0,611.0,0.861
106,8,player,1019.0,749.0,1043.0,787.0,0.854
106,7,player,721.0,574.0,745.0,603.0,0.852
106,29,player,698.0,486.0,716.0,516.0,0.841
106,1,player,597.0,730.0,618.0,769.0,0.839
106,14,player,608.0,684.0,634.0,723.0,0.839
106,27,player,993.0,610.0,1014.0,642.0,0.838
106,30,player,960.0,479.0,975.0,509.0,0.833
106,17,player,531.0,824.0,552.0,867.0,0.831
106,32,player,893.0,666.0,914.0,697.0,0.827
106,2,player,1138.0,642.0,1153.0,682.0,0.82
106,28,player,930.0,633.0,953.0,662.0,0.818
106,34,player,873.0,497.0,892.0,525.0,0.8
106,24,player,1110.0,544.0,1122.0,576.0,0.796
106,31,player,1183.0,568.0,1198.0,597.0,0.792
106,6,player,567.0,564.0,590.0,596.0,0.766
106,25,player,284.0,536.0,301.0,573.0,0.733
106,37,player,19.0,917.0,57.0,965.0,0.566
107,4,player,401.0,751.0,424.0,791.0,0.877
107,17,player,528.0,824.0,546.0,868.0,0.862
107,33,player,491.0,691.0,512.0,732.0,0.855
107,32,player,891.0,668.0,915.0,699.0,0.846
107,14,player,609.0,685.0,631.0,722.0,0.834
107,1,player,597.0,730.0,616.0,770.0,0.828
107,30,player,964.0,479.0,977.0,509.0,0.826
107,7,player,722.0,573.0,742.0,604.0,0.825
107,24,player,1112.0,544.0,1125.0,576.0,0.813
107,8,player,1020.0,752.0,1038.0,788.0,0.81
107,29,player,698.0,487.0,717.0,516.0,0.804
107,28,player,931.0,633.0,952.0,662.0,0.797
107,27,player,994.0,612.0,1016.0,644.0,0.794
107,16,player,896.0,576.0,913.0,612.0,0.789
107,31,player,1186.0,569.0,1200.0,598.0,0.754
107,34,player,874.0,498.0,893.0,524.0,0.752
107,6,player,567.0,565.0,589.0,598.0,0.649
107,22,referee,871.0,601.0,888.0,634.0,0.63
107,37,player,19.0,918.0,58.0,968.0,0.575
107,25,player,284.0,535.0,301.0,572.0,0.506
108,33,player,488.0,691.0,511.0,732.0,0.881
108,4,player,399.0,752.0,423.0,792.0,0.879
108,5,player,466.0,641.0,483.0,678.0,0.876
108,7,player,722.0,573.0,740.0,605.0,0.851
108,17,player,526.0,823.0,546.0,867.0,0.849
108,14,player,608.0,684.0,630.0,725.0,0.848
108,29,player,701.0,486.0,718.0,516.0,0.847
108,30,player,967.0,479.0,981.0,510.0,0.833
108,32,player,888.0,668.0,916.0,701.0,0.822
108,22,referee,873.0,601.0,888.0,634.0,0.819
108,1,player,597.0,732.0,615.0,772.0,0.809
108,24,player,1114.0,545.0,1130.0,576.0,0.805
108,8,player,1020.0,752.0,1037.0,788.0,0.802
108,16,player,897.0,577.0,914.0,612.0,0.782
108,28,player,932.0,632.0,951.0,662.0,0.76
108,27,player,994.0,612.0,1014.0,644.0,0.711
108,34,player,875.0,497.0,893.0,525.0,0.657
108,25,player,286.0,535.0,302.0,572.0,0.644
109,5,player,461.0,641.0,485.0,679.0,0.915
109,4,player,398.0,753.0,419.0,792.0,0.907
109,17,player,523.0,821.0,549.0,867.0,0.881
109,33,player,487.0,691.0,507.0,732.0,0.874
109,7,player,722.0,573.0,741.0,604.0,0.854
109,29,player,701.0,485.0,719.0,516.0,0.852
109,14,player,606.0,685.0,629.0,725.0,0.848
109,3,player,1340.0,605.0,1359.0,640.0,0.821
109,32,player,887.0,668.0,916.0,703.0,0.815
109,1,player,597.0,733.0,616.0,773.0,0.805
109,8,player,1019.0,752.0,1038.0,789.0,0.799
109,28,player,932.0,632.0,953.0,662.0,0.796
109,24,player,1114.0,545.0,1132.0,576.0,0.795
109,30,player,971.0,479.0,984.0,510.0,0.773
109,22,player,874.0,600.0,889.0,635.0,0.729
109,25,player,287.0,534.0,302.0,572.0,0.71
109,16,player,898.0,579.0,912.0,612.0,0.703
109,27,player,995.0,615.0,1012.0,647.0,0.662
109,34,player,875.0,501.0,891.0,529.0,0.63
110,5,player,460.0,641.0,485.0,679.0,0.897
110,17,player,517.0,822.0,549.0,867.0,0.893
110,29,player,702.0,485.0,722.0,516.0,0.882
110,4,player,395.0,753.0,413.0,795.0,0.881
110,24,player,1115.0,544.0,1135.0,578.0,0.875
110,33,player,485.0,692.0,502.0,734.0,0.869
110,7,player,722.0,572.0,743.0,606.0,0.856
110,8,player,1018.0,752.0,1040.0,791.0,0.851
110,3,player,1342.0,606.0,1364.0,641.0,0.845
110,28,player,933.0,632.0,955.0,664.0,0.842
110,30,player,974.0,479.0,987.0,508.0,0.828
110,32,player,889.0,670.0,912.0,705.0,0.828
110,14,player,604.0,686.0,626.0,726.0,0.827
110,1,player,598.0,734.0,615.0,775.0,0.819
110,25,player,287.0,533.0,304.0,571.0,0.818
110,27,player,997.0,616.0,1012.0,648.0,0.721
110,16,player,899.0,580.0,913.0,614.0,0.672
110,22,player,874.0,600.0,889.0,634.0,0.643
110,34,player,877.0,501.0,890.0,528.0,0.509
111,8,player,1016.0,753.0,1043.0,792.0,0.902
111,17,player,512.0,823.0,547.0,866.0,0.895
111,24,player,1118.0,546.0,1139.0,578.0,0.894
111,2,player,1151.0,645.0,1168.0,685.0,0.892
111,5,player,456.0,641.0,482.0,680.0,0.883
111,29,player,703.0,485.0,722.0,516.0,0.881
111,4,player,391.0,752.0,411.0,796.0,0.877
111,33,player,483.0,694.0,500.0,736.0,0.874
111,28,player,933.0,632.0,957.0,665.0,0.864
111,7,player,721.0,573.0,743.0,607.0,0.854
111,25,player,286.0,533.0,304.0,571.0,0.841
111,30,player,977.0,477.0,990.0,507.0,0.841
111,1,player,596.0,736.0,615.0,776.0,0.839
111,27,player,999.0,616.0,1014.0,649.0,0.834
111,3,player,1344.0,605.0,1369.0,642.0,0.834
111,14,player,600.0,687.0,620.0,726.0,0.83
111,39,player,1399.0,872.0,1425.0,912.0,0.816
111,32,player,891.0,672.0,905.0,706.0,0.816
111,31,player,1201.0,570.0,1215.0,601.0,0.767
111,6,player,563.0,567.0,584.0,597.0,0.738
111,34,player,878.0,499.0,891.0,529.0,0.668
112,8,player,1014.0,754.0,1043.0,793.0,0.914
112,2,player,1152.0,645.0,1171.0,686.0,0.891
112,17,player,507.0,824.0,542.0,866.0,0.889
112,5,player,456.0,642.0,478.0,682.0,0.886
112,6,player,562.0,566.0,585.0,597.0,0.886
112,29,player,703.0,485.0,724.0,516.0,0.884
112,24,player,1120.0,546.0,1144.0,579.0,0.877
112,27,player,999.0,616.0,1015.0,649.0,0.872
112,28,player,934.0,632.0,959.0,666.0,0.872
112,33,player,482.0,695.0,497.0,739.0,0.862
112,4,player,388.0,753.0,411.0,795.0,0.855
112,31,player,1206.0,570.0,1220.0,602.0,0.843
112,14,player,594.0,687.0,617.0,728.0,0.842
112,3,player,1344.0,606.0,1372.0,642.0,0.841
112,1,player,593.0,737.0,614.0,776.0,0.841
112,25,player,286.0,533.0,305.0,570.0,0.837
112,7,player,721.0,573.0,743.0,609.0,0.836
112,30,player,979.0,478.0,993.0,509.0,0.83
112,32,player,890.0,672.0,904.0,707.0,0.824
112,39,player,1399.0,876.0,1425.0,911.0,0.803
112,34,player,878.0,498.0,891.0,527.0,0.596
113,8,player,1013.0,755.0,1043.0,795.0,0.904
113,6,player,560.0,565.0,585.0,597.0,0.895
113,5,player,457.0,643.0,472.0,682.0,0.884
113,29,player,703.0,486.0,723.0,517.0,0.882
113,2,player,1153.0,648.0,1176.0,687.0,0.877
113,27,player,999.0,617.0,1016.0,654.0,0.876
113,3,player,1346.0,606.0,1376.0,642.0,0.874
113,17,player,507.0,824.0,539.0,868.0,0.872
113,24,player,1123.0,547.0,1146.0,579.0,0.864
113,14,player,590.0,688.0,619.0,728.0,0.862
113,4,player,383.0,755.0,408.0,796.0,0.861
113,1,player,591.0,738.0,616.0,777.0,0.854
113,33,player,477.0,697.0,494.0,740.0,0.85
113,28,player,935.0,633.0,959.0,666.0,0.839
113,32,player,888.0,672.0,905.0,707.0,0.837
113,31,player,1210.0,571.0,1223.0,602.0,0.832
113,7,player,720.0,574.0,743.0,610.0,0.821
113,25,player,285.0,532.0,305.0,570.0,0.819
113,34,player,878.0,496.0,892.0,527.0,0.746
113,22,player,876.0,602.0,891.0,636.0,0.632
113,30,player,983.0,477.0,998.0,519.0,0.551
114,2,player,1156.0,648.0,1181.0,689.0,0.898
114,6,player,559.0,565.0,585.0,597.0,0.891
114,3,player,1352.0,608.0,1378.0,643.0,0.887
114,17,player,507.0,824.0,535.0,870.0,0.881
114,14,player,588.0,688.0,620.0,727.0,0.874
114,1,player,590.0,738.0,617.0,778.0,0.871
114,8,player,1016.0,756.0,1040.0,798.0,0.866
114,4,player,381.0,755.0,402.0,797.0,0.863
114,29,player,705.0,486.0,721.0,517.0,0.848
114,24,player,1126.0,548.0,1144.0,580.0,0.839
114,34,player,877.0,496.0,898.0,527.0,0.839
114,25,player,284.0,533.0,306.0,570.0,0.835
114,7,player,720.0,575.0,741.0,611.0,0.831
114,32,player,888.0,672.0,908.0,707.0,0.826
114,31,player,1213.0,572.0,1228.0,601.0,0.825
114,28,player,937.0,635.0,956.0,668.0,0.823
114,33,player,471.0,697.0,494.0,739.0,0.815
114,27,player,997.0,619.0,1016.0,655.0,0.808
114,30,player,984.0,477.0,998.0,517.0,0.746
114,5,player,456.0,643.0,470.0,684.0,0.716
114,22,player,878.0,603.0,891.0,637.0,0.689
115,6,player,559.0,565.0,584.0,598.0,0.891
115,17,player,509.0,823.0,531.0,870.0,0.881
115,2,player,1161.0,649.0,1183.0,689.0,0.878
115,1,player,589.0,738.0,619.0,779.0,0.875
115,32,player,885.0,674.0,907.0,711.0,0.865
115,33,player,468.0,697.0,495.0,740.0,0.864
115,3,player,1355.0,609.0,1380.0,646.0,0.861
115,31,player,1215.0,573.0,1232.0,603.0,0.86
115,4,player,380.0,757.0,399.0,800.0,0.857
115,30,player,988.0,476.0,1001.0,511.0,0.85
115,24,player,1128.0,547.0,1147.0,580.0,0.846
115,14,player,588.0,688.0,618.0,727.0,0.845
115,8,player,1017.0,758.0,1037.0,799.0,0.844
115,7,player,722.0,577.0,740.0,610.0,0.833
115,5,player,454.0,644.0,469.0,684.0,0.823
115,25,player,285.0,533.0,308.0,569.0,0.817
115,28,player,938.0,637.0,953.0,668.0,0.798
115,34,player,878.0,497.0,894.0,527.0,0.782
115,22,player,878.0,603.0,892.0,637.0,0.732
115,29,player,706.0,486.0,721.0,516.0,0.724
116,2,player,1164.0,649.0,1188.0,691.0,0.902
116,1,player,590.0,738.0,618.0,780.0,0.893
116,6,player,559.0,566.0,582.0,598.0,0.884
116,5,player,449.0,644.0,472.0,685.0,0.876
116,31,player,1218.0,572.0,1235.0,603.0,0.868
116,3,player,1357.0,610.0,1379.0,646.0,0.867
116,17,player,509.0,823.0,526.0,869.0,0.861
116,33,player,467.0,697.0,495.0,739.0,0.858
116,32,player,882.0,676.0,906.0,712.0,0.855
116,7,player,722.0,577.0,739.0,610.0,0.849
116,30,player,991.0,477.0,1005.0,509.0,0.846
116,14,player,589.0,688.0,615.0,728.0,0.843
116,16,player,904.0,582.0,927.0,616.0,0.842
116,4,player,378.0,759.0,398.0,801.0,0.834
116,24,player,1132.0,547.0,1148.0,580.0,0.833
116,8,player,1016.0,758.0,1033.0,800.0,0.823
116,28,player,938.0,636.0,954.0,668.0,0.819
116,22,player,878.0,604.0,894.0,637.0,0.774
116,29,player,707.0,486.0,724.0,517.0,0.769
116,34,player,880.0,497.0,895.0,528.0,0.765
116,25,player,286.0,533.0,311.0,569.0,0.725
117,1,player,589.0,737.0,616.0,780.0,0.904
117,3,player,1359.0,611.0,1379.0,648.0,0.88
117,5,player,447.0,644.0,472.0,685.0,0.875
117,2,player,1168.0,650.0,1191.0,692.0,0.874
117,6,player,558.0,566.0,579.0,599.0,0.873
117,28,player,938.0,636.0,959.0,670.0,0.87
117,34,player,883.0,495.0,899.0,528.0,0.87
117,32,player,881.0,681.0,909.0,715.0,0.867
117,17,player,506.0,821.0,522.0,869.0,0.864
117,33,player,468.0,696.0,494.0,739.0,0.864
117,29,player,709.0,487.0,725.0,517.0,0.851
117,31,player,1222.0,572.0,1240.0,604.0,0.848
117,7,player,723.0,578.0,738.0,610.0,0.841
117,8,player,1015.0,758.0,1035.0,801.0,0.837
117,24,player,1134.0,546.0,1149.0,580.0,0.828
117,14,player,591.0,688.0,611.0,725.0,0.82
117,30,player,994.0,476.0,1007.0,508.0,0.795
117,16,player,903.0,584.0,929.0,620.0,0.79
117,22,player,877.0,604.0,898.0,637.0,0.783
117,25,player,288.0,532.0,312.0,568.0,0.702
118,3,player,1361.0,610.0,1380.0,648.0,0.895
118,5,player,444.0,645.0,471.0,684.0,0.878
118,28,player,938.0,636.0,959.0,669.0,0.869
118,8,player,1016.0,758.0,1037.0,800.0,0.866
118,17,player,504.0,819.0,521.0,867.0,0.864
118,4,player,370.0,760.0,397.0,802.0,0.862
118,2,player,1171.0,652.0,1193.0,692.0,0.86
118,6,player,558.0,566.0,577.0,598.0,0.856
118,1,player,589.0,738.0,612.0,781.0,0.855
118,24,player,1136.0,545.0,1152.0,581.0,0.844
118,29,player,708.0,486.0,728.0,517.0,0.843
118,32,player,883.0,680.0,906.0,718.0,0.842
118,31,player,1227.0,573.0,1244.0,604.0,0.838
118,14,player,589.0,688.0,606.0,725.0,0.829
118,7,player,723.0,578.0,741.0,610.0,0.828
118,16,player,904.0,584.0,928.0,621.0,0.788
118,22,player,879.0,606.0,902.0,638.0,0.786
118,34,player,883.0,498.0,897.0,528.0,0.76
118,25,player,288.0,532.0,314.0,568.0,0.706
118,39,player,1401.0,884.0,1432.0,925.0,0.699
119,4,player,367.0,761.0,398.0,802.0,0.895
119,5,player,443.0,644.0,470.0,686.0,0.879
119,8,player,1011.0,758.0,1039.0,802.0,0.876
119,1,player,589.0,737.0,610.0,781.0,0.875
119,28,player,938.0,636.0,962.0,670.0,0.87
119,2,player,1177.0,654.0,1193.0,693.0,0.867
119,17,player,500.0,819.0,522.0,866.0,0.86
119,6,player,556.0,565.0,576.0,598.0,0.851
119,32,player,884.0,682.0,902.0,718.0,0.845
119,3,player,1363.0,610.0,1384.0,648.0,0.839
119,7,player,722.0,578.0,744.0,610.0,0.83
119,29,player,707.0,486.0,729.0,518.0,0.829
119,31,player,1231.0,574.0,1247.0,605.0,0.827
119,14,player,588.0,687.0,604.0,728.0,0.816
119,22,player,880.0,605.0,904.0,638.0,0.805
119,34,player,884.0,496.0,897.0,528.0,0.793
119,24,player,1139.0,546.0,1156.0,581.0,0.782
119,16,player,905.0,585.0,928.0,622.0,0.751
119,25,player,289.0,532.0,315.0,569.0,0.673
120,4,player,363.0,761.0,397.0,803.0,0.91
120,5,player,445.0,647.0,466.0,687.0,0.895
120,28,player,937.0,636.0,962.0,670.0,0.876
120,1,player,589.0,737.0,609.0,781.0,0.871
120,8,player,1009.0,759.0,1039.0,801.0,0.867
120,3,player,1365.0,609.0,1389.0,649.0,0.866
120,6,player,553.0,565.0,577.0,596.0,0.862
120,2,player,1182.0,654.0,1196.0,693.0,0.861
120,17,player,496.0,819.0,522.0,865.0,0.86
120,29,player,710.0,486.0,731.0,518.0,0.849
120,32,player,882.0,682.0,899.0,719.0,0.844
120,7,player,722.0,578.0,746.0,612.0,0.838
120,14,player,585.0,686.0,604.0,728.0,0.833
120,31,player,1235.0,574.0,1251.0,606.0,0.808
120,22,player,882.0,605.0,904.0,638.0,0.8
120,34,player,885.0,495.0,898.0,526.0,0.799
120,27,player,1003.0,628.0,1022.0,662.0,0.793
120,39,player,1407.0,889.0,1433.0,926.0,0.77
120,25,player,289.0,532.0,316.0,568.0,0.709
120,16,player,906.0,588.0,926.0,623.0,0.591
121,4,player,361.0,762.0,394.0,804.0,0.902
121,5,player,445.0,647.0,461.0,687.0,0.888
121,28,player,938.0,638.0,961.0,672.0,0.877
121,1,player,589.0,737.0,608.0,784.0,0.876
121,3,player,1365.0,609.0,1394.0,647.0,0.871
121,17,player,493.0,820.0,521.0,864.0,0.865
121,8,player,1009.0,761.0,1040.0,802.0,0.864
121,6,player,553.0,565.0,578.0,598.0,0.852
121,27,player,1003.0,629.0,1025.0,663.0,0.851
121,32,player,881.0,683.0,901.0,719.0,0.846
121,29,player,710.0,486.0,731.0,517.0,0.84
121,7,player,721.0,578.0,747.0,612.0,0.839
121,2,player,1185.0,654.0,1198.0,694.0,0.832
121,14,player,583.0,686.0,602.0,728.0,0.829
121,34,player,885.0,496.0,899.0,525.0,0.789
121,33,player,467.0,693.0,485.0,738.0,0.78
121,25,player,291.0,531.0,314.0,568.0,0.739
121,22,player,883.0,605.0,903.0,637.0,0.722
121,30,player,1006.0,476.0,1021.0,508.0,0.716
122,33,player,464.0,694.0,484.0,737.0,0.909
122,3,player,1363.0,609.0,1396.0,647.0,0.89
122,1,player,589.0,738.0,608.0,785.0,0.886
122,5,player,444.0,647.0,460.0,687.0,0.882
122,4,player,361.0,763.0,390.0,805.0,0.88
122,27,player,1003.0,630.0,1027.0,665.0,0.875
122,8,player,1009.0,762.0,1039.0,804.0,0.874
122,17,player,494.0,821.0,519.0,865.0,0.855
122,32,player,881.0,683.0,902.0,719.0,0.854
122,14,player,581.0,686.0,600.0,728.0,0.849
122,30,player,1009.0,476.0,1024.0,507.0,0.847
122,6,player,552.0,565.0,579.0,600.0,0.846
122,34,player,885.0,495.0,904.0,526.0,0.841
122,7,player,720.0,578.0,749.0,614.0,0.835
122,28,player,939.0,641.0,960.0,674.0,0.835
122,29,player,708.0,486.0,732.0,517.0,0.805
122,2,player,1188.0,654.0,1203.0,696.0,0.684
122,16,player,908.0,587.0,926.0,622.0,0.682
122,22,player,884.0,605.0,898.0,636.0,0.669
122,25,player,291.0,530.0,313.0,567.0,0.664
123,33,player,464.0,694.0,484.0,737.0,0.921
123,27,player,1003.0,630.0,1031.0,668.0,0.896
123,2,player,1191.0,654.0,1206.0,696.0,0.892
123,3,player,1365.0,609.0,1397.0,648.0,0.887
123,17,player,497.0,820.0,516.0,865.0,0.883
123,1,player,589.0,740.0,608.0,785.0,0.882
123,8,player,1013.0,763.0,1037.0,804.0,0.87
123,32,player,877.0,683.0,906.0,721.0,0.861
123,5,player,442.0,646.0,461.0,686.0,0.861
123,4,player,362.0,763.0,386.0,806.0,0.859
123,30,player,1012.0,475.0,1028.0,509.0,0.857
123,29,player,711.0,485.0,732.0,517.0,0.854
123,14,player,580.0,686.0,601.0,728.0,0.852
123,7,player,721.0,578.0,748.0,614.0,0.849
123,31,player,1247.0,575.0,1263.0,607.0,0.845
123,6,player,552.0,566.0,579.0,601.0,0.84
123,34,player,885.0,494.0,904.0,528.0,0.833
123,28,player,940.0,642.0,959.0,674.0,0.826
123,22,player,885.0,604.0,899.0,637.0,0.754
123,16,player,908.0,587.0,928.0,622.0,0.746
123,25,player,294.0,528.0,313.0,567.0,0.736
124,33,player,463.0,695.0,483.0,737.0,0.921
124,5,player,439.0,645.0,461.0,687.0,0.918
124,2,player,1193.0,655.0,1209.0,698.0,0.917
124,27,player,1003.0,633.0,1032.0,671.0,0.898
124,1,player,588.0,742.0,608.0,786.0,0.889
124,17,player,498.0,819.0,513.0,865.0,0.888
124,29,player,711.0,486.0,730.0,518.0,0.877
124,6,player,552.0,566.0,576.0,602.0,0.86
124,30,player,1015.0,476.0,1033.0,508.0,0.856
124,14,player,576.0,687.0,596.0,729.0,0.855
124,31,player,1252.0,575.0,1266.0,607.0,0.855
124,3,player,1370.0,610.0,1398.0,650.0,0.854
124,4,player,360.0,762.0,380.0,806.0,0.854
124,8,player,1014.0,764.0,1033.0,806.0,0.848
124,7,player,722.0,580.0,747.0,615.0,0.847
124,28,player,940.0,642.0,958.0,675.0,0.84
124,32,player,875.0,684.0,906.0,723.0,0.826
124,24,player,1151.0,550.0,1167.0,584.0,0.82
124,34,player,887.0,496.0,907.0,529.0,0.8
124,16,player,908.0,587.0,930.0,623.0,0.765
124,22,player,885.0,603.0,901.0,638.0,0.754
124,25,player,295.0,528.0,313.0,567.0,0.522
125,33,player,460.0,696.0,482.0,736.0,0.9
125,5,player,435.0,645.0,462.0,687.0,0.896
125,1,player,585.0,744.0,607.0,788.0,0.894
125,17,player,496.0,817.0,512.0,865.0,0.891
125,27,player,1004.0,635.0,1032.0,672.0,0.882
125,2,player,1194.0,656.0,1213.0,700.0,0.877
